swe1_id	row	source	anchor	quoted	asserted_by	candidate	axis	feasible	note
SWE1-Diagnostics-219	226	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-536;NR1L-DIAG-537;NR1L-DIAG-538		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-220	227	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-539;NR1L-DIAG-540		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-221	228	037-VM	037 row 228 VM	and validate Indication Code responses across all retry scenarios.	NR1L-DIAG-339	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-223	230	037-VM	037 row 230 VM	and validate Indication Code responses across all retry scenarios.	NR1L-DIAG-342	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-225	232	037-VM	037 row 232 VM	and validate Indication Code responses across all retry scenarios.	NR1L-DIAG-345	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-227	234	037-VM	037 row 234 VM	and validate Indication Code responses across all retry scenarios.	NR1L-DIAG-351	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-228	235	037-VC	037 row 235 VC	lts return the correct Indication Code across all retry scenarios. || Use diagnostic tool Routine Control requests (Start/Results) and validate Indica	NR1L-DIAG-352	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-229	236	037-VC	037 row 236 VC	lts return the correct Indication Code across all retry scenarios. || Use diagnostic tool Routine Control requests (Start/Results) and validate Indica	NR1L-DIAG-353	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-230	237	037-VC	037 row 237 VC	lts return the correct Indication Code across all retry scenarios. || Use diagnostic tool Routine Control requests (Start/Results) and validate Indica	NR1L-DIAG-354	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-231	238	037-VC	037 row 238 VC	lts return the correct Indication Code across all retry scenarios. || Use diagnostic tool Routine Control requests (Start/Results) and validate Indica	NR1L-DIAG-355;NR1L-DIAG-356;NR1L-DIAG-357	已斷言，不另產	重試軸	Y	已由 `$0307`／`$0309` 之 retry sibling 斷言
SWE1-Diagnostics-232	239	CFTS004-INFO	CFTS004-4939895	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-291		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-233	240	CFTS004-INFO	CFTS004-4939895	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-292;NR1L-DIAG-293		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-234	241	CFTS004-INFO	CFTS004-4939895	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-294		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-235	242	CFTS004-INFO	CFTS004-4939889	The radio shall return the current Sirius XM package ID when the radio receives a read request.	NR1L-DIAG-295		節內補充	N	**獨立行為**（`$2847` 之讀），非補充已引 FR；037 未引用 → R-DIAG8(a) 不產，改為 RD 回饋 FB-DIAG-s
SWE1-Diagnostics-236	243	CFTS004-INFO	CFTS004-4939889	The radio shall return the current Sirius XM package ID when the radio receives a read request.	NR1L-DIAG-296		節內補充	N	**獨立行為**（`$2847` 之讀），非補充已引 FR；037 未引用 → R-DIAG8(a) 不產，改為 RD 回饋 FB-DIAG-s
SWE1-Diagnostics-237	244	CFTS004-INFO	CFTS004-4939889	The radio shall return the current Sirius XM package ID when the radio receives a read request.	NR1L-DIAG-297		節內補充	N	**獨立行為**（`$2847` 之讀），非補充已引 FR；037 未引用 → R-DIAG8(a) 不產，改為 RD 回饋 FB-DIAG-s
SWE1-Diagnostics-238	245	CFTS004-INFO	CFTS004-4939889	The radio shall return the current Sirius XM package ID when the radio receives a read request.	NR1L-DIAG-298		節內補充	N	**獨立行為**（`$2847` 之讀），非補充已引 FR；037 未引用 → R-DIAG8(a) 不產，改為 RD 回饋 FB-DIAG-s
SWE1-Diagnostics-239	246	CFTS004-INFO	CFTS004-4939884	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-299		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-240	247	CFTS004-INFO	CFTS004-4939884	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-300;NR1L-DIAG-301		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-241	248	CFTS004-INFO	CFTS004-4939884	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-302		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-242	249	CFTS004-INFO	CFTS004-4939878	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-303		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-243	250	CFTS004-INFO	CFTS004-4939878	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-304;NR1L-DIAG-305		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-244	251	CFTS004-INFO	CFTS004-4939878	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-306		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-245	252	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-307		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-246	253	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-308;NR1L-DIAG-309		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-247	254	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-310		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-248	255	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-311		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-249	256	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-312;NR1L-DIAG-313		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-250	257	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-314		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-251	258	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-315		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-252	259	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-316;NR1L-DIAG-317		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-253	260	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-318		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-254	261	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-319		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-255	262	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-320;NR1L-DIAG-321		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-256	263	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-322		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-257	264	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-323		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-258	265	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-324;NR1L-DIAG-325		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-259	266	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-326		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-260	267	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-327		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-261	268	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-328;NR1L-DIAG-329		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-262	269	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-330		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-263	270	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-331		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-264	271	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-332;NR1L-DIAG-333		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-265	272	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-334		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-266	273	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-335	NR1L-DIAG-335;545;546;547	節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-267	274	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-336;NR1L-DIAG-337		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-268	275	CFTS004-INFO	CFTS004-4939867	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-338		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-269	276	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-358		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-270	277	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-359;NR1L-DIAG-360		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-271	278	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-361		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-272	279	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-011		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-273	280	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-362;NR1L-DIAG-363		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-274	281	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-364		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-275	282	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-365		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-276	283	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-366;NR1L-DIAG-367		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-277	284	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-368		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-278	285	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-369		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-279	286	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-370;NR1L-DIAG-371		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-280	287	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-372		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-281	288	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-373		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-282	289	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-374;NR1L-DIAG-375		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-283	290	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-376		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-284	291	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-377		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-285	292	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-378;NR1L-DIAG-379		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-286	293	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-380		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-287	294	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-381		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-288	295	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-382;NR1L-DIAG-383		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-289	296	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-384		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-290	297	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-385		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-291	298	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-386;NR1L-DIAG-387		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-292	299	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-388		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-293	300	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-389		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-294	301	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-390;NR1L-DIAG-391		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-295	302	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-392		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-296	303	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-393		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-297	304	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-394;NR1L-DIAG-395		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-298	305	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-396		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-299	306	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-397		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-300	307	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-398;NR1L-DIAG-399		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-301	308	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-400		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-302	309	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-401		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-303	310	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-402;NR1L-DIAG-403		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-304	311	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-404		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-305	312	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-405		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-306	313	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-406;NR1L-DIAG-407		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-307	314	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-408		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-308	315	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-409		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-309	316	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-410;NR1L-DIAG-411		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-310	317	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-412		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-311	318	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-413		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-312	319	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-414;NR1L-DIAG-415		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-313	320	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-416		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-314	321	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-417		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
