# source_sha256	c98909e2c15eb0a02e1ab99f25c4c7bd77226fbd5f29842088bbe06f9f0f2afd	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																	
SWE1-VC-EPBMaintenanceMode-051	Sys-RA-VF665_V42_VSM-732	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL). VHAL shall forward the updated EPB Maintenance feedback signal to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the TLM application of the property update.\n\nWhen TLM receives the value "5" via signal\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nTLM shall activate and display the popup indicating that the user selected Yes to enter Service Mode, but the EPB switch is currently engaged, as specified in the Human Machine Interface Logic & Flow document. TLM shall reset the EPB Maintenance Mode timeout timer (T_EPB_MM).	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-052	Sys-RA-VF665_V42_VSM-733	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL). VHAL shall forward the updated EPB Maintenance feedback signal to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the TLM application of the property update.\n\nWhen TLM receives the value "6" via signal\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nTLM shall activate and display the popup indicating that the user selected Yes to enter Service Mode, but the brake pedal is currently pressed, as specified in the Human Machine Interface Logic & Flow document. TLM shall reset the EPB Maintenance Mode timeout timer (T_EPB_MM).	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-053	Sys-RA-VF665_V42_VSM-734	EPB Maintenance Mode 	When the customer initiates the EPB Maintenance Mode operation, the HMI layer shall send the request to CarPropertyManager via the Android Car API. CarPropertyManager shall invoke setProperty() with the corresponding EPB Maintenance Mode request, and CarPropertyService shall forward the request to Vehicle HAL (VHAL) through IVehicle.setValues(). The Vehicle HAL (VHAL) shall transmit the request to the IPC through the vehicle communication interface.\n\nAfter transmitting the request, the TLM shall start the T_EPB_MM timeout timer and wait for a valid response from the EPB module through IPC_VEHICLE_SETUP2.EPB_MaintenanceMode or IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk.\n\nIf no valid response is received before T_EPB_MM expires, the TLM shall determine that the EPB module is not responding and shall activate and display the "No response from EPB module" popup as defined in the Human Machine Interface Logic & Flow document.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-054	Sys-RA-VF665_V42_VSM-735	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL).\n\nVHAL shall forward the feedback value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework.\n\nCarPropertyManager shall notify the TLM application through the Android Car API.\n\nWhen the TLM receives the value 8 via signal,\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nthe TLM shall activate and display the popup:\n\n"Brake Service – Park Brake Retracted. To reset, press brake pedal and activate Park Brake switch."\n\nas defined in the Human Machine Interface Logic & Flow document.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-055	Sys-RA-VF665_V42_VSM-736	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL).\n\nVHAL shall forward the feedback value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework.\n\nCarPropertyManager shall notify the TLM application through the Android Car API.\n\nWhen the TLM receives the value 9 via signal,\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nthe TLM shall activate and display the popup indicating that the user selected Yes to exit Service Mode, but the vehicle speed is not 0 mph, as defined in the Human Machine Interface Logic & Flow document.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-056	Sys-RA-VF665_V42_VSM-737	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL).\n\nVHAL shall forward the feedback value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework.\n\nCarPropertyManager shall notify the TLM application through the Android Car API.\n\nWhen the TLM receives the value 10 via signal,\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nthe TLM shall activate and display the popup:\n\n"Brake Service – To exit Service Mode, vehicle must not be in motion."\n\nas defined in the Human Machine Interface Logic & Flow document.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-057	Sys-RA-VF665_V42_VSM-738	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL).\n\nVHAL shall forward the feedback value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework.\n\nCarPropertyManager shall notify the TLM application through the Android Car API.\n\nWhen the TLM receives the value 11 via signal,\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nthe TLM shall activate and display the popup indicating that the Service Mode exit process has been completed successfully, as defined in the Human Machine Interface Logic & Flow document.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-058	Sys-RA-VF665_V42_VSM-739	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_MaintenanceMode signal to the Android Automotive layer through the vehicle communication network and VHAL interface. \nVHAL shall forward the updated signal value to CarPropertyService, which shall update CarPropertyManager through the framework. \nCarPropertyManager shall notify the application layer to process the information.\n\nWhen the TLM receives the value [On] via signal (IPC_VEHICLE_SETUP2.EPB_MaintenanceMode), the TLM shall update and send the status to the display controller through the internal signal (EPB_MaintenanceMode_Active.Info).\n\nThe system locks the active maintenance state securely into framework memory so the user gets a protected settings screen preventing accidental configurations while brakes are being serviced.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-059	Sys-RA-VF665_V42_VSM-740	EPB Maintenance Mode 	The HW supplier shall provide the STATUS_CCAN3.VehicleSpeedVSOSig and ignition status signals to the Android Automotive layer through the vehicle communication network and VHAL interface.\nVHAL shall forward the updated signal values to CarPropertyService, which shall update CarPropertyManager through the framework. \nCarPropertyManager shall notify the application layer to process the information.\n\nWhen the TLM receives a value changing from <= [V_Car_Moving] to > [V_Car_Moving], or a transition from [Ignition Off] to [Ignition On] via signals (STATUS_CCAN3.VehicleSpeedVSOSig) | (Ignition_{S}tatus), \nThen TLM shall send a layout request to the display manager through internal signal (ServiceMode_Popup_Trigger.Info).\n\nThe screen canvas immediately interrupts the current menu context, ensuring the user gets an immediate, clear on-screen pop-up alert reading: "The user selected yes to exiting service mode and the first step is to step on the brake pedal.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-060	Sys-RA-VF665_V42_VSM-741	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_MaintenanceMode message data to the Android Automotive layer through the vehicle communication network and VHAL interface.\nVHAL shall forward the updated properties to CarPropertyService, which shall update CarPropertyManager through the framework.\nCarPropertyManager shall notify the application layer to process the information.\n\nWhen the TLM receives the message via signal (IPC_VEHICLE_SETUP2.EPB_MaintenanceMode), \nThen TLM shall update and send the display information to the menu sub-system through the internal signal (TLM_Vehicle_Setup_Menu.Info).\n\nThe HMI application updates its workspace data engine in real-time, meaning the user gets a clear visual text and icon status update of the EPB Maintenance Mode directly on the vehicle setup menu screen.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-GPSAutomaticTimeAdjustment-061	Sys-RA-VF665_V42_VSM-774	GPS Automatic Time Adjustment 	GPS Automatic Time Adjustment 	1.00.00	Heading												
SWE1-VC-GPSAutomaticTimeAdjustment-062	Sys-RA-VF665_V42_VSM-775	GPS Automatic Time Adjustment 	The HMI layer shall send a request to VehicleConfigManager to retrieve the GPS_Presence PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the requested configuration status. The configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the HMI layer.\n\nWhen the HMI receives the value [GPS_Presence = Absent] via signal,\n$GPS_Presence$,\nThen the HMI shall not display the GPS Automatic Time Adjustment customer setting in the Vehicle Settings menu.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “GPS_Presence" PROXI parameter is equal to absent\n*check TLM shall not display the GPS Automatic Time Adjustment menu item and the user can not perform any setting.\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-GPSAutomaticTimeAdjustment-063	Sys-RA-VF665_V42_VSM-776	GPS Automatic Time Adjustment 	The HMI layer shall send a request to VehicleConfigManager to retrieve the GPS_Presence PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the requested configuration status. The configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the HMI layer.\n\nWhen the HMI receives the value [GPS_Presence = Present] via signal,\n$GPS_Presence$,\nThen the HMI shall display the GPS Automatic Time Adjustment customer setting in the Vehicle Settings menu and allow the customer to modify the setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “GPS_Presence" PROXI parameter is equal to present\n*check TLM shall display the GPS Automatic Time Adjustment menu item and the user can perform setting.\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-NavTurnbyTurn-064	Sys-RA-VF665_V42_VSM-782	Nav Turn by Turn 	Nav Turn by Turn 	1.00.00	Heading												
SWE1-VC-NavTurnbyTurn-065	Sys-RA-VF665_V42_VSM-783	Nav Turn by Turn 	The HW supplier shall provide the IPC_VEHICLE_SETUP.NavRepetition signal to the Android Automotive layer through the vehicle communication network and VHAL interface. VHAL shall forward the updated Navigation Repetition signal value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the application layer, and the HMI/TLM shall process the updated signal information.\n\nWhen the TLM receives the value [Present] via signal,\n$IPC_VEHICLE_SETUP.NavRepetition$,\nthe TLM shall update and send the Navigation Repetition enable information to VF176 through the internal signal $NavigationRepetition.Info$.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-NavTurnbyTurn-066	Sys-RA-VF665_V42_VSM-784	Nav Turn by Turn 	The HW supplier shall provide the IPC_VEHICLE_SETUP.NavRepetition signal to the Android Automotive layer through the vehicle communication network and VHAL interface. VHAL shall forward the updated Navigation Repetition signal value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the application layer, and the HMI/TLM shall process the updated signal information.\n\nWhen the TLM receives the value [Absent] via signal,\n$IPC_VEHICLE_SETUP.NavRepetition$,\nthe TLM shall update and send the Navigation Repetition disable information to VF176 through the internal signal $NavigationRepetition.Info$.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-AudioRepetition-067	Sys-RA-VF665_V42_VSM-785	Audio Repetition 	Audio Repetition 	1.00.00	Heading												
SWE1-VC-AudioRepetition-068	Sys-RA-VF665_V42_VSM-786	Audio Repetition 	The HW supplier shall provide the IPC_VEHICLE_SETUP.AudioRepetition signal to the Android Automotive layer through the vehicle communication network and VHAL interface. VHAL shall forward the updated Audio Repetition signal value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the application layer, and the HMI/TLM shall process the updated signal information.\n\nWhen the TLM receives the value [On] via signal,\n$IPC_VEHICLE_SETUP.AudioRepetition$,\nthe TLM shall update the Audio Repetition status as Enabled.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-AudioRepetition-069	Sys-RA-VF665_V42_VSM-787	Audio Repetition 	After the TLM receives the Audio Repetition status through the Android Automotive framework (Vehicle HAL (VHAL) → CarPropertyService → CarPropertyManager), the TLM shall determine that the Audio Repetition status is Enabled. \n\nThe TLM shall publish the internal signal AudioRepetition.\nInfo with the value Enabled, and VF155 shall receive the internal signal to enable the Audio Repetition functionality.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-AudioRepetition-070	Sys-RA-VF665_V42_VSM-788	Audio Repetition 	The HW supplier shall provide the IPC_VEHICLE_SETUP.AudioRepetition signal to the Android Automotive layer through the vehicle communication network and VHAL interface. VHAL shall forward the updated Audio Repetition signal value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the application layer, and the HMI/TLM shall process the updated signal information.\n\nWhen the TLM receives the value [Off] via signal,\n$IPC_VEHICLE_SETUP.AudioRepetition$,\nthe TLM shall update the Audio Repetition status as Disabled and send the Audio Repetition disable information to VF155 through the internal signal $AudioRepetition.Info$.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
