# vm_axis_plan.tsv —— CMF-03_A §2（只出 plan，不填）。每列＝一條 TC × 其 PC 所載之一個配置軸。
# **不作「PROXI 值 → 該 TC 適用與否」之判定**，三台之值只並列。Dec 與 PROXI Read 不一致者兩值並列。
# literal_match：該台之 PROXI label 字面出現於該 PC 行者列其名；否則 none。
# 出處：features/comfort/docs/reports/proxi_axis_values.tsv（CMF-02 §5-1，唯讀）。
tc_id	req_id	axis	proxi_parameter	pc_line_verbatim	proxi_Promaster	proxi_Toro	proxi_Fastback	literal_match
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	ATC／MTC	Climate_Type	The vehicle has an ATC climate system, in which AUTO is shown	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	Rear HVAC	Rear_Climate	The rear climate screen is open and the climate system is on	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
