tc_id	req_id	field	item	before	after
NR1L-ComfortHMI-168	SWE1-HVAC-085	priority	R-C47	P1	P0
NR1L-ComfortHMI-168	SWE1-HVAC-085	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-169	SWE1-HVAC-086-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-169	SWE1-HVAC-086-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-170	SWE1-HVAC-086-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-170	SWE1-HVAC-086-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-171	SWE1-HVAC-087-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-171	SWE1-HVAC-087-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-172	SWE1-HVAC-087-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-172	SWE1-HVAC-087-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-173	SWE1-HVAC-088	priority	R-C47	P1	P0
NR1L-ComfortHMI-173	SWE1-HVAC-088	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-174	SWE1-HVAC-089	priority	R-C47	P2	P1
NR1L-ComfortHMI-174	SWE1-HVAC-089	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-175	SWE1-HVAC-090-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-175	SWE1-HVAC-090-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-176	SWE1-HVAC-090-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-176	SWE1-HVAC-090-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-177	SWE1-HVAC-091	priority	R-C47	P2	P1
NR1L-ComfortHMI-177	SWE1-HVAC-091	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-178	SWE1-HVAC-092	priority	R-C47	P2	P1
NR1L-ComfortHMI-178	SWE1-HVAC-092	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-179	SWE1-HVAC-093	priority	R-C47	P2	P1
NR1L-ComfortHMI-179	SWE1-HVAC-093	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-180	SWE1-HVAC-094	priority	R-C47	P2	P1
NR1L-ComfortHMI-180	SWE1-HVAC-094	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-181	SWE1-HVAC-095-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-181	SWE1-HVAC-095-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-182	SWE1-HVAC-095-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-182	SWE1-HVAC-095-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-374	SWE1-HVAC-096-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-374	SWE1-HVAC-096-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-375	SWE1-HVAC-096-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-375	SWE1-HVAC-096-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-376	SWE1-HVAC-096-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-376	SWE1-HVAC-096-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-183	SWE1-HVAC-097	priority	R-C47	P2	P1
NR1L-ComfortHMI-183	SWE1-HVAC-097	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-377	SWE1-HVAC-098	priority	R-C47	P1	P0
NR1L-ComfortHMI-377	SWE1-HVAC-098	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-461	SWE1-HVAC-099	priority	R-C47	P1	P0
NR1L-ComfortHMI-461	SWE1-HVAC-099	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-184	SWE1-HVAC-100-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-184	SWE1-HVAC-100-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-185	SWE1-HVAC-100-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-185	SWE1-HVAC-100-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-186	SWE1-HVAC-100-03	priority	R-C47	P3	P2
NR1L-ComfortHMI-186	SWE1-HVAC-100-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-187	SWE1-HVAC-101-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-187	SWE1-HVAC-101-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-188	SWE1-HVAC-101-02	priority	R-C47	P3	P2
NR1L-ComfortHMI-188	SWE1-HVAC-101-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-189	SWE1-HVAC-101-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-189	SWE1-HVAC-101-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-190	SWE1-HVAC-102	priority	R-C47	P2	P1
NR1L-ComfortHMI-190	SWE1-HVAC-102	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-191	SWE1-HVAC-103-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-191	SWE1-HVAC-103-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-192	SWE1-HVAC-103-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-192	SWE1-HVAC-103-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-193	SWE1-HVAC-104-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-193	SWE1-HVAC-104-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-194	SWE1-HVAC-104-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-194	SWE1-HVAC-104-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-195	SWE1-HVAC-104-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-195	SWE1-HVAC-104-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-196	SWE1-HVAC-104-04	priority	R-C47	P2	P1
NR1L-ComfortHMI-196	SWE1-HVAC-104-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-197	SWE1-HVAC-104-05	priority	R-C47	P2	P1
NR1L-ComfortHMI-197	SWE1-HVAC-104-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-198	SWE1-HVAC-104-06	priority	R-C47	P3	P2
NR1L-ComfortHMI-198	SWE1-HVAC-104-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-199	SWE1-HVAC-104-07	priority	R-C47	P3	P2
NR1L-ComfortHMI-199	SWE1-HVAC-104-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-200	SWE1-HVAC-104-08	priority	R-C47	P3	P2
NR1L-ComfortHMI-200	SWE1-HVAC-104-08	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-201	SWE1-HVAC-105-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-201	SWE1-HVAC-105-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-202	SWE1-HVAC-105-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-202	SWE1-HVAC-105-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-384	SWE1-HVAC-105-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-384	SWE1-HVAC-105-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-385	SWE1-HVAC-105-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-385	SWE1-HVAC-105-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-082	SWE1-HVAC-106-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-082	SWE1-HVAC-106-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-083	SWE1-HVAC-106-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-083	SWE1-HVAC-106-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-084	SWE1-HVAC-106-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-084	SWE1-HVAC-106-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-085	SWE1-HVAC-106-04	priority	R-C47	P2	P1
NR1L-ComfortHMI-085	SWE1-HVAC-106-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-086	SWE1-HVAC-106-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-086	SWE1-HVAC-106-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-087	SWE1-HVAC-106-06	priority	R-C47	P1	P0
NR1L-ComfortHMI-087	SWE1-HVAC-106-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-088	SWE1-HVAC-106-07	priority	R-C47	P1	P0
NR1L-ComfortHMI-088	SWE1-HVAC-106-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-089	SWE1-HVAC-106-08	priority	R-C47	P1	P0
NR1L-ComfortHMI-089	SWE1-HVAC-106-08	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-090	SWE1-HVAC-106-09	priority	R-C47	P2	P1
NR1L-ComfortHMI-090	SWE1-HVAC-106-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-203	SWE1-HVAC-107-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-203	SWE1-HVAC-107-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-204	SWE1-HVAC-107-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-204	SWE1-HVAC-107-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-205	SWE1-HVAC-107-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-205	SWE1-HVAC-107-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-206	SWE1-HVAC-107-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-206	SWE1-HVAC-107-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-207	SWE1-HVAC-107-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-207	SWE1-HVAC-107-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-208	SWE1-HVAC-107-06	priority	R-C47	P1	P0
NR1L-ComfortHMI-208	SWE1-HVAC-107-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	priority	R-C47	P1	P0
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-209	SWE1-HVAC-107-07	priority	R-C47	P1	P0
NR1L-ComfortHMI-209	SWE1-HVAC-107-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	priority	R-C47	P1	P0
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-210	SWE1-HVAC-107-08	priority	R-C47	P2	P1
NR1L-ComfortHMI-210	SWE1-HVAC-107-08	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-211	SWE1-HVAC-107-09	priority	R-C47	P2	P1
NR1L-ComfortHMI-211	SWE1-HVAC-107-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-212	SWE1-HVAC-108	priority	R-C47	P1	P0
NR1L-ComfortHMI-212	SWE1-HVAC-108	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-213	SWE1-HVAC-109-01	priority	R-C47	P2	P1
NR1L-ComfortHMI-213	SWE1-HVAC-109-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-214	SWE1-HVAC-109-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-214	SWE1-HVAC-109-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-098	SWE1-HVAC-110-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-098	SWE1-HVAC-110-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-099	SWE1-HVAC-110-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-099	SWE1-HVAC-110-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-100	SWE1-HVAC-110-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-100	SWE1-HVAC-110-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-101	SWE1-HVAC-110-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-101	SWE1-HVAC-110-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-102	SWE1-HVAC-110-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-102	SWE1-HVAC-110-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-103	SWE1-HVAC-110-06	priority	R-C47	P2	P1
NR1L-ComfortHMI-103	SWE1-HVAC-110-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-104	SWE1-HVAC-111-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-104	SWE1-HVAC-111-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-105	SWE1-HVAC-111-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-105	SWE1-HVAC-111-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-106	SWE1-HVAC-111-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-106	SWE1-HVAC-111-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	priority	R-C47	P2	P1
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-108	SWE1-HVAC-111-05	priority	R-C47	P2	P1
NR1L-ComfortHMI-108	SWE1-HVAC-111-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	priority	R-C47	P2	P1
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-109	SWE1-HVAC-112-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-109	SWE1-HVAC-112-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-110	SWE1-HVAC-112-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-110	SWE1-HVAC-112-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-111	SWE1-HVAC-112-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-111	SWE1-HVAC-112-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-112	SWE1-HVAC-112-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-112	SWE1-HVAC-112-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-113	SWE1-HVAC-112-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-113	SWE1-HVAC-112-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-238	SWE1-HVAC-113-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-238	SWE1-HVAC-113-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-239	SWE1-HVAC-113-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-239	SWE1-HVAC-113-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-240	SWE1-HVAC-113-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-240	SWE1-HVAC-113-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	priority	R-C47	P1	P0
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	priority	R-C47	P1	P0
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	priority	R-C47	P1	P0
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	priority	R-C47	P1	P0
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	priority	R-C47	P1	P0
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	priority	R-C47	P1	P0
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	priority	R-C47	P1	P0
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	priority	R-C47	P1	P0
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	priority	R-C47	P1	P0
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	priority	R-C47	P1	P0
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-215	SWE1-HVAC-115-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-215	SWE1-HVAC-115-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-216	SWE1-HVAC-115-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-216	SWE1-HVAC-115-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-217	SWE1-HVAC-115-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-217	SWE1-HVAC-115-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-218	SWE1-HVAC-115-04	priority	R-C47	P2	P1
NR1L-ComfortHMI-218	SWE1-HVAC-115-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-219	SWE1-HVAC-115-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-219	SWE1-HVAC-115-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-220	SWE1-HVAC-115-06	priority	R-C47	P1	P0
NR1L-ComfortHMI-220	SWE1-HVAC-115-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-221	SWE1-HVAC-115-07	priority	R-C47	P1	P0
NR1L-ComfortHMI-221	SWE1-HVAC-115-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-222	SWE1-HVAC-115-08	priority	R-C47	P2	P1
NR1L-ComfortHMI-222	SWE1-HVAC-115-08	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-223	SWE1-HVAC-116-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-223	SWE1-HVAC-116-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-224	SWE1-HVAC-116-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-224	SWE1-HVAC-116-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	priority	R-C47	P2	P1
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	priority	R-C47	P2	P1
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	priority	R-C47	P2	P1
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	priority	R-C47	P2	P1
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	priority	R-C47	P2	P1
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	priority	R-C47	P2	P1
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	priority	R-C47	P2	P1
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	priority	R-C47	P2	P1
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	priority	R-C47	P2	P1
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	priority	R-C47	P2	P1
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-225	SWE1-HVAC-119-01	priority	R-C47	P1	P0
NR1L-ComfortHMI-225	SWE1-HVAC-119-01	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-226	SWE1-HVAC-119-02	priority	R-C47	P1	P0
NR1L-ComfortHMI-226	SWE1-HVAC-119-02	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-227	SWE1-HVAC-119-03	priority	R-C47	P1	P0
NR1L-ComfortHMI-227	SWE1-HVAC-119-03	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-228	SWE1-HVAC-119-04	priority	R-C47	P1	P0
NR1L-ComfortHMI-228	SWE1-HVAC-119-04	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-229	SWE1-HVAC-119-05	priority	R-C47	P1	P0
NR1L-ComfortHMI-229	SWE1-HVAC-119-05	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-230	SWE1-HVAC-119-06	priority	R-C47	P1	P0
NR1L-ComfortHMI-230	SWE1-HVAC-119-06	test_group	R-C6(amend)	Comfort	Climate Control Interface
NR1L-ComfortHMI-231	SWE1-HVAC-119-07	priority	R-C47	P1	P0
