sheet	row	col	tc_id	rule	old_text	new_text	mechanical
Test Case Specification&Result	160	12	NR1L-PowerManagement-151	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	160	13	NR1L-PowerManagement-151	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	160	13	NR1L-PowerManagement-151	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	161	12	NR1L-PowerManagement-152	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	161	13	NR1L-PowerManagement-152	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	162	12	NR1L-PowerManagement-153	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	162	13	NR1L-PowerManagement-153	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	163	12	NR1L-PowerManagement-154	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	163	13	NR1L-PowerManagement-154	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	164	12	NR1L-PowerManagement-155	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	164	13	NR1L-PowerManagement-155	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	165	12	NR1L-PowerManagement-156	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	165	13	NR1L-PowerManagement-156	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	166	12	NR1L-PowerManagement-157	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	166	12	NR1L-PowerManagement-157	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	166	13	NR1L-PowerManagement-157	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	167	12	NR1L-PowerManagement-158	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	167	13	NR1L-PowerManagement-158	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	168	12	NR1L-PowerManagement-159	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	168	13	NR1L-PowerManagement-159	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	169	12	NR1L-PowerManagement-160	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	169	12	NR1L-PowerManagement-160	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	169	13	NR1L-PowerManagement-160	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	170	12	NR1L-PowerManagement-161	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 15 (SNA)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 15 (SNA)	Y
Test Case Specification&Result	170	12	NR1L-PowerManagement-161	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	170	13	NR1L-PowerManagement-161	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	175	12	NR1L-PowerManagement-166	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	175	12	NR1L-PowerManagement-166	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	175	13	NR1L-PowerManagement-166	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	176	12	NR1L-PowerManagement-167	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	176	12	NR1L-PowerManagement-167	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	176	13	NR1L-PowerManagement-167	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	177	12	NR1L-PowerManagement-168	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	177	12	NR1L-PowerManagement-168	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	177	13	NR1L-PowerManagement-168	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	178	12	NR1L-PowerManagement-169	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	178	12	NR1L-PowerManagement-169	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	178	13	NR1L-PowerManagement-169	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	179	12	NR1L-PowerManagement-170	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	179	12	NR1L-PowerManagement-170	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	179	13	NR1L-PowerManagement-170	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	180	12	NR1L-PowerManagement-171	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	180	12	NR1L-PowerManagement-171	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	180	13	NR1L-PowerManagement-171	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	181	12	NR1L-PowerManagement-172	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	181	12	NR1L-PowerManagement-172	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	181	13	NR1L-PowerManagement-172	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	182	12	NR1L-PowerManagement-173	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	182	12	NR1L-PowerManagement-173	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	182	13	NR1L-PowerManagement-173	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	183	12	NR1L-PowerManagement-174	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	183	12	NR1L-PowerManagement-174	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	183	13	NR1L-PowerManagement-174	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	184	12	NR1L-PowerManagement-175	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	184	12	NR1L-PowerManagement-175	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	184	13	NR1L-PowerManagement-175	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	185	12	NR1L-PowerManagement-176	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	185	12	NR1L-PowerManagement-176	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	185	13	NR1L-PowerManagement-176	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	186	12	NR1L-PowerManagement-177	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	186	12	NR1L-PowerManagement-177	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	186	13	NR1L-PowerManagement-177	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	187	12	NR1L-PowerManagement-178	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	187	12	NR1L-PowerManagement-178	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	187	13	NR1L-PowerManagement-178	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	188	12	NR1L-PowerManagement-179	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	188	12	NR1L-PowerManagement-179	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	188	13	NR1L-PowerManagement-179	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	189	12	NR1L-PowerManagement-180	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	189	12	NR1L-PowerManagement-180	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	189	13	NR1L-PowerManagement-180	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	190	12	NR1L-PowerManagement-181	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	190	12	NR1L-PowerManagement-181	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	190	13	NR1L-PowerManagement-181	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	191	12	NR1L-PowerManagement-182	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	191	12	NR1L-PowerManagement-182	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	191	13	NR1L-PowerManagement-182	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	192	12	NR1L-PowerManagement-183	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	192	12	NR1L-PowerManagement-183	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	192	13	NR1L-PowerManagement-183	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	193	12	NR1L-PowerManagement-184	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	193	12	NR1L-PowerManagement-184	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	193	13	NR1L-PowerManagement-184	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	194	12	NR1L-PowerManagement-185	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	194	12	NR1L-PowerManagement-185	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	194	13	NR1L-PowerManagement-185	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	195	12	NR1L-PowerManagement-186	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	195	12	NR1L-PowerManagement-186	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	195	13	NR1L-PowerManagement-186	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	196	12	NR1L-PowerManagement-187	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	196	12	NR1L-PowerManagement-187	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	196	13	NR1L-PowerManagement-187	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	197	12	NR1L-PowerManagement-188	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	197	12	NR1L-PowerManagement-188	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	197	13	NR1L-PowerManagement-188	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	198	12	NR1L-PowerManagement-189	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	198	12	NR1L-PowerManagement-189	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	198	13	NR1L-PowerManagement-189	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	203	12	NR1L-PowerManagement-194	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	203	12	NR1L-PowerManagement-194	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	204	12	NR1L-PowerManagement-195	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	204	12	NR1L-PowerManagement-195	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	205	12	NR1L-PowerManagement-196	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	205	13	NR1L-PowerManagement-196	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	206	12	NR1L-PowerManagement-197	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	206	13	NR1L-PowerManagement-197	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	209	12	NR1L-PowerManagement-200	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	209	13	NR1L-PowerManagement-200	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	210	12	NR1L-PowerManagement-201	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	210	13	NR1L-PowerManagement-201	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	211	10	NR1L-PowerManagement-202	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	211	12	NR1L-PowerManagement-202	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	211	13	NR1L-PowerManagement-202	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	212	10	NR1L-PowerManagement-203	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	212	12	NR1L-PowerManagement-203	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	212	13	NR1L-PowerManagement-203	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	213	10	NR1L-PowerManagement-204	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	213	12	NR1L-PowerManagement-204	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	213	13	NR1L-PowerManagement-204	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	214	10	NR1L-PowerManagement-205	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	214	12	NR1L-PowerManagement-205	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	214	13	NR1L-PowerManagement-205	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	215	12	NR1L-PowerManagement-206	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	216	12	NR1L-PowerManagement-207	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	216	13	NR1L-PowerManagement-207	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	217	12	NR1L-PowerManagement-208	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	217	12	NR1L-PowerManagement-208	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	217	13	NR1L-PowerManagement-208	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	218	12	NR1L-PowerManagement-209	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	218	12	NR1L-PowerManagement-209	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	218	13	NR1L-PowerManagement-209	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	219	12	NR1L-PowerManagement-210	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	219	13	NR1L-PowerManagement-210	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 7 (Partial_Operation) is sent	Y
Test Case Specification&Result	238	12	NR1L-PowerManagement-229	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	238	13	NR1L-PowerManagement-229	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	239	12	NR1L-PowerManagement-230	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
