sheet	row	col	text	class	去向	lint_detail
Test Case Specification&Result	179	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	180	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	186	proc	1. Start the TLM boot sequence and send each ignition value listed in Input Test	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM1.OperationalModeSts$'
Test Case Specification&Result	186	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it corre	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	186	er	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ corresponds to the las	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	187	proc	1. Set the TLM volume level to the starting value $STATUS_LIN.PN14_LS_Actv$ = 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Actv$'
Test Case Specification&Result	187	proc	2. $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Lvl7$'
Test Case Specification&Result	187	proc	4. Send the two Load Shed signals $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Actv$'
Test Case Specification&Result	187	proc	5. $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Lvl7$'
Test Case Specification&Result	189	proc	1. Set the TLM volume level to the starting value $STATUS_LIN.Batt_ST_Crit$ = 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	189	proc	3. Send the Battery Critical signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	190	proc	1. Send the recovery signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	191	proc	2. Resume the broadcast with the recovery values $STATUS_LIN.PN14_LS_Actv$ = 0 (	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Actv$'
Test Case Specification&Result	191	proc	3. $STATUS_LIN.PN14_LS_Lvl7$ = 0 (Not_Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Lvl7$'
Test Case Specification&Result	191	proc	4. Read the signal $TELEMATIC_FD_13.AUD_LVL$ and check that it is the expected l	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_13.AUD_LVL$'
Test Case Specification&Result	194	proc	1. Set the TLM volume level to the starting value $STATUS_LIN.Batt_ST_Crit$ = 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	194	proc	3. Send the Battery Critical signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	195	proc	1. Keep the Battery Critical signal at the value $STATUS_LIN.Batt_ST_Crit$ = 1 (	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	195	proc	3. Read the signal $TELEMATIC_FD_13.AUD_LVL$ and check that it is the expected l	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_13.AUD_LVL$'
Test Case Specification&Result	196	proc	1. Set the TLM volume level to the starting value $STATUS_LIN.PN14_LS_Actv$ = 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Actv$'
Test Case Specification&Result	196	proc	2. $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Lvl7$'
Test Case Specification&Result	196	proc	4. Send the two Load Shed signals $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Actv$'
Test Case Specification&Result	196	proc	5. $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.PN14_LS_Lvl7$'
Test Case Specification&Result	197	proc	1. Set the TLM volume level to the starting value $STATUS_LIN.Batt_ST_Crit$ = 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	197	proc	3. Send the Battery Critical signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_LIN.Batt_ST_Crit$'
Test Case Specification&Result	198	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	199	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	200	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	201	proc	6. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	202	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	203	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	204	proc	6. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	205	proc	2. Apply ENTER_TIMED with $BCM_FD_27.Comfort_Enable_Act$ = 1 (DR-PW26)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Act$'
Test Case Specification&Result	205	proc	5. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	205	er	4. The signal value $BCM_FD_27.Comfort_Enable_Act$ = 0 is received	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Act$'
Test Case Specification&Result	212	proc	2. Read the signal $RADIO_B4.Radio_Theme$ and check its value	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B4.Radio_Theme$'
Test Case Specification&Result	213	proc	2. Read the signal $RADIO_B4.Radio_Theme$ and check its value	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B4.Radio_Theme$'
Test Case Specification&Result	227	proc	2. Read the signal $RADIO_B4.Radio_Theme$ and check its value	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B4.Radio_Theme$'
Test Case Specification&Result	228	proc	2. Read the signal $RADIO_B4.Radio_Theme$ and check its value	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$RADIO_B4.Radio_Theme$'
Test Case Specification&Result	243	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	244	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	249	proc	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and record the value as	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	249	proc	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = a value other than 15 (	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM1.OperationalModeSts$'
Test Case Specification&Result	249	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	273	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 3 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	273	proc	5. Check that $TELEMATIC_FD_5.CM_TCH_STAT$ is 1 (TCH_PSD) and that $TELEMATIC_FD	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_STAT$'
Test Case Specification&Result	273	proc	5. Check that $TELEMATIC_FD_5.CM_TCH_STAT$ is 1 (TCH_PSD) and that $TELEMATIC_FD	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_X_COORD$'
Test Case Specification&Result	273	proc	5. Check that $TELEMATIC_FD_5.CM_TCH_STAT$ is 1 (TCH_PSD) and that $TELEMATIC_FD	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_Y_COORD$'
Test Case Specification&Result	273	er	4. TELEMATIC_FD_5.CM_TCH_STAT = 1 (TCH_PSD) is sent together with the touch coor	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_X_COORD$'
Test Case Specification&Result	273	er	4. TELEMATIC_FD_5.CM_TCH_STAT = 1 (TCH_PSD) is sent together with the touch coor	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_Y_COORD$'
Test Case Specification&Result	273	er	5. TELEMATIC_FD_5.CM_TCH_STAT = 1 (TCH_PSD) is sent together with the touch coor	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_X_COORD$'
Test Case Specification&Result	273	er	5. TELEMATIC_FD_5.CM_TCH_STAT = 1 (TCH_PSD) is sent together with the touch coor	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$TELEMATIC_FD_5.CM_TCH_Y_COORD$'
Test Case Specification&Result	289	proc	1. Repeat the ignition cycle listed in Input Test Data 31 times, sending $STATUS	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM1.OperationalModeSts$'
Test Case Specification&Result	296	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
