row	col	old_text	new_text	rule
183	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
183	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
183	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
183	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
184	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
184	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
184	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
184	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
185	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
185	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
185	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
185	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
186	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
186	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
186	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
186	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
187	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
187	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
187	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
187	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
188	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
188	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
188	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
188	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
189	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
189	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
189	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
189	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
190	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
190	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
190	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
190	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
191	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
191	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
191	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
191	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
192	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
192	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
192	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
192	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
193	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
193	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
193	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
193	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
194	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
194	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
194	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
194	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
195	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
195	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
195	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
195	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
196	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
196	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
196	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
196	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
197	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
197	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
197	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
197	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
198	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
198	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
198	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
198	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
203	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	send
203	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
203	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
204	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	send
204	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
204	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
205	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
205	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
206	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
206	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
209	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
209	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
210	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
210	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
211	10	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
211	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
211	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
212	10	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
212	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
212	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
213	10	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
213	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
213	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
214	10	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
214	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
214	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
215	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
216	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
216	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
217	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
217	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
217	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
218	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
218	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
218	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
219	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
219	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 7 (Partial_Operation) is sent	recv
238	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
238	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
239	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
239	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
240	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
240	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
240	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
240	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	recv
241	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
241	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
251	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
251	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
252	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
252	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
254	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
254	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
255	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
255	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
264	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
264	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
266	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
266	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
267	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
267	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 6 (Bench) is received	STATUS_TELEMATIC.PowerSts_Telematic = 6 (Bench) is sent	recv
270	12	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	send
270	12	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	send
270	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
270	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
271	12	$STATUS_LIN.PN14_LS_Actv$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
271	12	$STATUS_LIN.PN14_LS_Lvl7$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
272	12	$STATUS_LIN.PN14_LS_Actv$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
272	12	$STATUS_LIN.PN14_LS_Lvl7$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
273	12	$STATUS_LIN.PN14_LS_Actv$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
273	12	$STATUS_LIN.PN14_LS_Lvl7$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
274	12	$STATUS_LIN.PN14_LS_Actv$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
274	12	$STATUS_LIN.PN14_LS_Lvl7$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
276	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	send
276	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
281	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	send
281	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
282	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	send
282	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
283	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	send
283	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
284	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	send
284	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
285	12	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 0 (Not_Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 0 (Not_Active)	send
285	12	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 0 (Not_Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 0 (Not_Active)	send
285	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
285	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
286	12	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	send
286	12	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	send
286	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
286	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
287	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	send
287	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
289	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	send
289	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
295	12	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	send
295	12	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	send
295	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
295	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
297	12	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	send
297	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
349	12	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
349	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
349	12	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
349	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
349	13	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
349	13	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
369	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
369	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
370	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
370	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
371	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
371	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
372	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
372	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
373	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
373	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
374	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
374	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
375	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
375	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
376	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
376	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
377	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
377	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
378	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
378	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
379	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
379	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
380	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
380	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
381	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
