outline	sibling_outline	verdict	provisional	source	equivalent_tc_pairs	reviewed_at	reason
2.3	7.10	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 14 使 `Rear Climate` 十一節落地）。** **機器證據**：61 §2 之全 corpus 等價掃描列出 13 組三欄逐字相同之 TC，**其中無一組涉及 ch7** —— 前排與後排之 TC 於 `expected_result` 之可觀察量互異（前排控制／畫面 vs 後排控制／畫面），此為實測而非目視。本對之 ch2 側為**前排**條文，ch7 側為**後排**同一行為之另一處陳述；兩者於同一台四區車上**並存**，各自可失效，故**非 sibling**（已列為 sibling 之五對另計，見其各自之列）（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3	7.2	sibling	false	vocab		129	**抽樣覆核所發現（40 §3 三之陰性側抽樣）。** C2「AUTO has on/ off state. The fan speed indicator shows Auto instead of the actual fan speed」與 CR2「Rear AUTO has on/ off state. The fan speed indicator shows Auto instead of the actual fan speed」**逐字相同** —— 差異軸為前排 vs 後排。**61 §2 之逐對重新確認**：兩側 TC 皆已產出，逐條比對後 verdict 維持 `sibling`，兩側 doc 之 `distinguishing_axis` 已回填為「所控之氣候區（前排 vs 後排）」；**等價掃描顯示本對無三欄逐字相同之 TC**，故非等價而僅為 sibling
2.3	7.4	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 14 使 `Rear Climate` 十一節落地）。** **機器證據**：61 §2 之全 corpus 等價掃描列出 13 組三欄逐字相同之 TC，**其中無一組涉及 ch7** —— 前排與後排之 TC 於 `expected_result` 之可觀察量互異（前排控制／畫面 vs 後排控制／畫面），此為實測而非目視。本對之 ch2 側為**前排**條文，ch7 側為**後排**同一行為之另一處陳述；兩者於同一台四區車上**並存**，各自可失效，故**非 sibling**（已列為 sibling 之五對另計，見其各自之列）（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3	7.5	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 14 使 `Rear Climate` 十一節落地）。** **機器證據**：61 §2 之全 corpus 等價掃描列出 13 組三欄逐字相同之 TC，**其中無一組涉及 ch7** —— 前排與後排之 TC 於 `expected_result` 之可觀察量互異（前排控制／畫面 vs 後排控制／畫面），此為實測而非目視。本對之 ch2 側為**前排**條文，ch7 側為**後排**同一行為之另一處陳述；兩者於同一台四區車上**並存**，各自可失效，故**非 sibling**（已列為 sibling 之五對另計，見其各自之列）（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3	7.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 14 使 `Rear Climate` 十一節落地）。** **機器證據**：61 §2 之全 corpus 等價掃描列出 13 組三欄逐字相同之 TC，**其中無一組涉及 ch7** —— 前排與後排之 TC 於 `expected_result` 之可觀察量互異（前排控制／畫面 vs 後排控制／畫面），此為實測而非目視。本對之 ch2 側為**前排**條文，ch7 側為**後排**同一行為之另一處陳述；兩者於同一台四區車上**並存**，各自可失效，故**非 sibling**（已列為 sibling 之五對另計，見其各自之列）（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3	7.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 14 使 `Rear Climate` 十一節落地）。** **機器證據**：61 §2 之全 corpus 等價掃描列出 13 組三欄逐字相同之 TC，**其中無一組涉及 ch7** —— 前排與後排之 TC 於 `expected_result` 之可觀察量互異（前排控制／畫面 vs 後排控制／畫面），此為實測而非目視。本對之 ch2 側為**前排**條文，ch7 側為**後排**同一行為之另一處陳述；兩者於同一台四區車上**並存**，各自可失效，故**非 sibling**（已列為 sibling 之五對另計，見其各自之列）（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3	7.9	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 14 使 `Rear Climate` 十一節落地）。** **機器證據**：61 §2 之全 corpus 等價掃描列出 13 組三欄逐字相同之 TC，**其中無一組涉及 ch7** —— 前排與後排之 TC 於 `expected_result` 之可觀察量互異（前排控制／畫面 vs 後排控制／畫面），此為實測而非目視。本對之 ch2 側為**前排**條文，ch7 側為**後排**同一行為之另一處陳述；兩者於同一台四區車上**並存**，各自可失效，故**非 sibling**（已列為 sibling 之五對另計，見其各自之列）（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3	9.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch2 之前排氣候控制與本節之可觀察量不重疊，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.3	not-sibling	false	via-hierarchy		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-broken-by-3-samples (class)` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.4	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.5	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.6	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.9	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	10.9.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch10（ECO HVAC）與本節無交集，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	11.5	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `2.3.1` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
2.3.1	12.6	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `2.3.1` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
2.3.1	12.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。同 ch11，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	14.10	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch14 定 popup 之一般邏輯，本節（或其對造）定特定情境之 popup；`14.12`／`14.14` 已於本輪解封並各自成條，其與 ch14 其餘節之可觀察量互異，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	14.10.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch14 定 popup 之一般邏輯，本節（或其對造）定特定情境之 popup；`14.12`／`14.14` 已於本輪解封並各自成條，其與 ch14 其餘節之可觀察量互異，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	14.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch14 定 popup 之一般邏輯，本節（或其對造）定特定情境之 popup；`14.12`／`14.14` 已於本輪解封並各自成條，其與 ch14 其餘節之可觀察量互異，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	14.19	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch14 定 popup 之一般邏輯，本節（或其對造）定特定情境之 popup；`14.12`／`14.14` 已於本輪解封並各自成條，其與 ch14 其餘節之可觀察量互異，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	14.3	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch14 定 popup 之一般邏輯，本節（或其對造）定特定情境之 popup；`14.12`／`14.14` 已於本輪解封並各自成條，其與 ch14 其餘節之可觀察量互異，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	14.4	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch14 定 popup 之一般邏輯，本節（或其對造）定特定情境之 popup；`14.12`／`14.14` 已於本輪解封並各自成條，其與 ch14 其餘節之可觀察量互異，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	15.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch15 之相關節為對照表性質，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.10	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.11	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.12	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.12.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.14	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.3	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	16.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch16 為 EMEA ICS 之另一套介面，其十八節無本節所述之對象（實測見各條之 `emea_ics_review`），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	17.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch17（widget）與本節分屬首頁 widget 與氣候畫面，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	2.10	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['MODE']。**分級：僅共有單一高頻語彙**（40 §3），依該詞之類級處置逐對落地。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
2.3.1	2.11	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['MODE']。**分級：僅共有單一高頻語彙**（40 §3），依該詞之類級處置逐對落地。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
2.3.1	2.12	not-sibling	false	vocab		465	**43 §1 之再確認，於本對所待之日執行（97／98 之補產使 `2.12` 落地）。** **方法 `[machine]`**：`identical-TC scan` 比對兩節全部 TC 之 `test_item`／`test_procedure`／`expected_result` 三欄，**逐字相同之對為 0**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出，共有語彙 ['MODE']。**判定**：兩節之 TC 無一組三欄逐字相同，其 `expected_result` 所指之控制與畫面不同 —— 共有語彙只說兩節談同一批控制，不說它們驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）。**`duplicate_of` 不填、`distinguishing_axis` 無須跨節陳述。**
2.3.1	2.12.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch2 之前排氣候控制與本節之可觀察量不重疊，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	2.12.2	not-sibling	false	vocab		465	**43 §1 之再確認，於本對所待之日執行（97／98 之補產使 `2.12.2` 落地）。** **方法 `[machine]`**：`identical-TC scan` 比對兩節全部 TC 之 `test_item`／`test_procedure`／`expected_result` 三欄，**逐字相同之對為 0**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出，共有語彙 ['MODE']。**判定**：兩節之 TC 無一組三欄逐字相同，其 `expected_result` 所指之控制與畫面不同 —— 共有語彙只說兩節談同一批控制，不說它們驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）。**`duplicate_of` 不填、`distinguishing_axis` 無須跨節陳述。**
2.3.1	2.14	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch2 之前排氣候控制與本節之可觀察量不重疊，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	2.4	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['AUTO']。**分級：僅共有單一高頻語彙**（40 §3），依該詞之類級處置逐對落地。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
2.3.1	2.5.1	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['AUTO']。**分級：僅共有單一高頻語彙**（40 §3），依該詞之類級處置逐對落地。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
2.3.1	2.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch2 之前排氣候控制與本節之可觀察量不重疊，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	2.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch2 之前排氣候控制與本節之可觀察量不重疊，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	3.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch3（tri-mode）與本節無共用可觀察量，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	3.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch3（tri-mode）與本節無共用可觀察量，**非 sibling**（原 verdict `not-sibling` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	7.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch7（後排氣候本體）與 ch9（其變體車之附加控制）分屬「核心行為」與「替代介面」，`9.4` 之捷徑鍵明文「following core Rear Climate on / off logics」即委派予 `7.6` —— **委派不是重複**，兩者之可觀察量分屬下拉選單與後排畫面，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	7.5	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch7（後排氣候本體）與 ch9（其變體車之附加控制）分屬「核心行為」與「替代介面」，`9.4` 之捷徑鍵明文「following core Rear Climate on / off logics」即委派予 `7.6` —— **委派不是重複**，兩者之可觀察量分屬下拉選單與後排畫面，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	7.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch7（後排氣候本體）與 ch9（其變體車之附加控制）分屬「核心行為」與「替代介面」，`9.4` 之捷徑鍵明文「following core Rear Climate on / off logics」即委派予 `7.6` —— **委派不是重複**，兩者之可觀察量分屬下拉選單與後排畫面，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
2.3.1	7.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 16 使 R-C42 解封之十節落地）。** **方法 `[machine]`（R-C41）**：`identical-TC scan`（本輪）比對全 corpus 三欄，得 23 組逐字相同者，**本對不在其中**；逐對之語意判讀為 `[manual]`。ch7（後排氣候本體）與 ch9（其變體車之附加控制）分屬「核心行為」與「替代介面」，`9.4` 之捷徑鍵明文「following core Rear Climate on / off logics」即委派予 `7.6` —— **委派不是重複**，兩者之可觀察量分屬下拉選單與後排畫面，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
