B	_seq	_src	C	D	G	H	I	J	K	L	M	N	P	R	AA	AH	F
453	477	vf230_batch05.json	Rear Guidance Lighting with Approach	SWE1-VC-RearGuidanceLightingwithApproach-078	Vehicle Setting	Auxiliary Switches	"If Utility_Lighting = [Absent], the LTM or ETM shall not display the Rear Guidance Lighting with Approach customer setting.

(read the Vehicle Settings menu and check that the ""Rear Guidance Lighting with Approach"" customer setting is not displayed -> The ""Rear Guidance Lighting with Approach"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Utility_Lighting$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Rear Guidance Lighting with Approach"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Rear Guidance Lighting with Approach"" customer setting is not displayed"	VF230_V1_PDT27_VF_6737	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
454	478	vf230_batch05.json	Park Sense Rear Volume	SWE1-VC-ParkSenseRearVolume-073	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Rear Volume setting is displayed as Medium -> The Park Sense Rear Volume setting is displayed as Medium)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Park Sense Rear Volume"" customer setting is set to Low"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Park Sense Rear Volume"" customer setting to Medium and check that TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req = 1 (Medium) is transmitted
3. Read the Vehicle Settings menu and check that the Park Sense Rear Volume setting is displayed as Medium"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req = 1 (Medium) is sent
3. The Park Sense Rear Volume setting is displayed as Medium"	VF230_V1_PHDCC27_VF_5751	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
455	479	vf230_batch05.json	Forward Collision Warning Sensitivity	SWE1-VC-ForwardCollisionWarningSensitivity-041	Vehicle Setting	Lane and Lighting	"If $Forward_Collision_Mitigation$ != [Full Speed Forward Collision Warning with Mitigation], [Full Speed FCW with Pedestrian Emergency Braking], or [Full Speed FCW with Pedestrian or Cyclist Emergency Braking], the LTM or ETM shall not display the Forward Collision Warning Sensitivity customer setting.

(read the Vehicle Settings menu and check that the ""Forward Collision Warning Sensitivity"" customer setting is not displayed -> The ""Forward Collision Warning Sensitivity"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Forward_Collision_Mitigation$ is set to ""Full Speed Forward Collision Warning with Mitigation"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Forward Collision Warning Sensitivity"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Forward Collision Warning Sensitivity"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_2065	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
456	480	vf230_batch05.json	Auto Fold Mirrors	SWE1-VC-AutoFoldMirrors-033	Vehicle Setting	Suspension and Comfort	"When the HMI receives the value as Present via signal, $Auto_Power_Folding_Mirrors$, The HMI/LTM/ETM shall display the Auto Fold Mirrors customer setting in the Vehicle Settings menu and allow the customer to modify the setting.

(select the ""Auto Fold Mirrors"" customer setting and check that its value can be changed -> The value of the ""Auto Fold Mirrors"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Auto_Power_Folding_Mirrors$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Auto Fold Mirrors"" customer setting is displayed
4. Select the ""Auto Fold Mirrors"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Auto Fold Mirrors"" customer setting is displayed
4. The value of the ""Auto Fold Mirrors"" customer setting can be changed"	VF230_V1_PDT27_VF_5802	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
457	481	vf230_batch05.json	Charge Power Level	SWE1-VC-ChargePowerLevel-048	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Level3] via signal, $TELEMATIC_VEHICLE_SETUP.PwrLevReq$, Then the HMI shall display the Charge Power Level setting as Level 3.

(read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level3 -> The Charge Power Level setting is displayed as Level3)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Charge Power Level"" customer setting is set to Level1"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Charge Power Level"" customer setting to Level3 and check that TELEMATIC_VEHICLE_SETUP.PwrLevReq = 2 (Level3) is transmitted
3. Read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level3"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PwrLevReq = 2 (Level3) is sent
3. The Charge Power Level setting is displayed as Level3"	VF230_V1_PDT27_VF_6016	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
458	482	vf230_batch05.json	Rear Guidance Lighting with Approach	SWE1-VC-RearGuidanceLightingwithApproach-079	Vehicle Setting	Auxiliary Switches	"If Utility_Lighting = [Type 1], the LTM or ETM shall display the Rear Guidance Lighting with Approach customer setting.

(select the ""Rear Guidance Lighting with Approach"" customer setting and check that its value can be changed -> The value of the ""Rear Guidance Lighting with Approach"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Utility_Lighting$ is set to ""Type 1"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Rear Guidance Lighting with Approach"" customer setting is displayed
4. Select the ""Rear Guidance Lighting with Approach"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Rear Guidance Lighting with Approach"" customer setting is displayed
4. The value of the ""Rear Guidance Lighting with Approach"" customer setting can be changed"	VF230_V1_PDT27_VF_6738	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
459	483	vf230_batch05.json	Park Sense Rear Volume	SWE1-VC-ParkSenseRearVolume-074	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Rear Volume setting is displayed as High -> The Park Sense Rear Volume setting is displayed as High)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Park Sense Rear Volume"" customer setting is set to Low"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Park Sense Rear Volume"" customer setting to High and check that TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req = 2 (High) is transmitted
3. Read the Vehicle Settings menu and check that the Park Sense Rear Volume setting is displayed as High"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req = 2 (High) is sent
3. The Park Sense Rear Volume setting is displayed as High"	VF230_V1_PHDCC27_VF_5752	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
460	484	vf230_batch05.json	Forward Collision Warning Sensitivity	SWE1-VC-ForwardCollisionWarningSensitivity-042	Vehicle Setting	Lane and Lighting	"If $Forward_Collision_Mitigation$ = [Full Speed Forward Collision Warning with Mitigation or Full Speed FCW with Pedestrian Emergency Braking or Full Speed FCW with Pedestrian or Cyclist Emergency Braking], the HMI shall display the Forward Collision Warning Sensitivity customer setting to allow the customer to modify the setting.

(select the ""Forward Collision Warning Sensitivity"" customer setting and check that its value can be changed -> The value of the ""Forward Collision Warning Sensitivity"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Forward_Collision_Mitigation$ is set to ""Full Speed Forward Collision Warning with Mitigation or Full Speed FCW with Pedestrian Emergency Braking or Full Speed FCW with Pedestrian or Cyclist Emergency Braking"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Forward Collision Warning Sensitivity"" customer setting is displayed
4. Select the ""Forward Collision Warning Sensitivity"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Forward Collision Warning Sensitivity"" customer setting is displayed
4. The value of the ""Forward Collision Warning Sensitivity"" customer setting can be changed"	VF230_V1_PHDCC27_VF_5641	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
461	485	vf230_batch05.json	Auto Fold Mirrors	SWE1-VC-AutoFoldMirrors-034	Vehicle Setting	Suspension and Comfort	"Then the HMI/LTM/ETM shall update the Auto Fold Mirrors customer setting status to OFF in the Vehicle Settings menu.

(read the Vehicle Settings menu and check that the Auto Fold Mirrors setting is displayed as Off -> The Auto Fold Mirrors setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Auto Fold Mirrors"" customer setting is set to On"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Auto Fold Mirrors"" customer setting to Off and check that TELEMATIC_VEHICLE_SETUP.Auto_Fold_Mirr_Req = 0 (Off) is transmitted
3. Read the Vehicle Settings menu and check that the Auto Fold Mirrors setting is displayed as Off"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Auto_Fold_Mirr_Req = 0 (Off) is sent
3. The Auto Fold Mirrors setting is displayed as Off"	VF230_V1_PDT27_VF_5803	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
462	486	vf230_batch05.json	Charge Power Level	SWE1-VC-ChargePowerLevel-049	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Level4] via signal, $TELEMATIC_VEHICLE_SETUP.PwrLevReq$, Then the HMI shall display the Charge Power Level setting as Level 4.

(read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level4 -> The Charge Power Level setting is displayed as Level4)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Charge Power Level"" customer setting is set to Level1"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Charge Power Level"" customer setting to Level4 and check that TELEMATIC_VEHICLE_SETUP.PwrLevReq = 3 (Level4) is transmitted
3. Read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level4"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PwrLevReq = 3 (Level4) is sent
3. The Charge Power Level setting is displayed as Level4"	VF230_V1_PDT27_VF_6016	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
463	487	vf230_batch05.json	Rear Guidance Light Status	SWE1-VC-RearGuidanceLightStatus-084	Vehicle Setting	Auxiliary Switches	"If Utility_Lighting = [Absent], the LTM or ETM shall not display the Rear Guidance Light Status customer setting.

(read the Vehicle Settings menu and check that the ""Rear Guidance Light Status"" customer setting is not displayed -> The ""Rear Guidance Light Status"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Utility_Lighting$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Rear Guidance Light Status"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Rear Guidance Light Status"" customer setting is not displayed"	VF230_V1_PDT27_VF_6742	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
464	488	vf230_batch05.json	Park Sense Rear Volume	SWE1-VC-ParkSenseRearVolume-075	Vehicle Setting	Driver Convenience	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Rear Volume setting is displayed as Low -> The Park Sense Rear Volume setting is displayed as Low)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.PamChimeVolumeRear = one of [0 (Low), 1 (Medium), 2 (High)]	"1. Send CAN: IPC_VEHICLE_SETUP.PamChimeVolumeRear = 1 (Medium)
2. Send CAN: IPC_VEHICLE_SETUP.PamChimeVolumeRear = 0 (Low)
3. Read the Vehicle Settings menu and check that the Park Sense Rear Volume setting is displayed as Low"	"1. IPC_VEHICLE_SETUP.PamChimeVolumeRear = 1 (Medium) is sent
2. IPC_VEHICLE_SETUP.PamChimeVolumeRear = 0 (Low) is sent
3. The Park Sense Rear Volume setting is displayed as Low"	VF230_V1_PHDCC27_VF_5753	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP.PamChimeVolumeRear signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP.PamChimeVolumeRear signal will be received is not clear"	
465	489	vf230_batch05.json	Auto Fold Mirrors	SWE1-VC-AutoFoldMirrors-035	Vehicle Setting	Suspension and Comfort	"Then the HMI/LTM/ETM shall update the Auto Fold Mirrors customer setting status to ON in the Vehicle Settings menu.

(read the Vehicle Settings menu and check that the Auto Fold Mirrors setting is displayed as On -> The Auto Fold Mirrors setting is displayed as On)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Auto Fold Mirrors"" customer setting is set to Off"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Auto Fold Mirrors"" customer setting to On and check that TELEMATIC_VEHICLE_SETUP.Auto_Fold_Mirr_Req = 1 (On) is transmitted
3. Read the Vehicle Settings menu and check that the Auto Fold Mirrors setting is displayed as On"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Auto_Fold_Mirr_Req = 1 (On) is sent
3. The Auto Fold Mirrors setting is displayed as On"	VF230_V1_PDT27_VF_5804	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
466	490	vf230_batch05.json	Charge Power Level	SWE1-VC-ChargePowerLevel-050	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Level5] via signal, $TELEMATIC_VEHICLE_SETUP.PwrLevReq$, Then the HMI shall display the Charge Power Level setting as Level 5.

(read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level5 -> The Charge Power Level setting is displayed as Level5)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Charge Power Level"" customer setting is set to Level1"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Charge Power Level"" customer setting to Level5 and check that TELEMATIC_VEHICLE_SETUP.PwrLevReq = 4 (Level5) is transmitted
3. Read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level5"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PwrLevReq = 4 (Level5) is sent
3. The Charge Power Level setting is displayed as Level5"	VF230_V1_PDT27_VF_6016	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
467	491	vf230_batch05.json	Rear Guidance Light Status	SWE1-VC-RearGuidanceLightStatus-085	Vehicle Setting	Auxiliary Switches	"If Utility_Lighting = [Type 1], the LTM or ETM shall display the Rear Guidance Light Status customer setting.

(select the ""Rear Guidance Light Status"" customer setting and check that its value can be changed -> The value of the ""Rear Guidance Light Status"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Utility_Lighting$ is set to ""Type 1"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Rear Guidance Light Status"" customer setting is displayed
4. Select the ""Rear Guidance Light Status"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Rear Guidance Light Status"" customer setting is displayed
4. The value of the ""Rear Guidance Light Status"" customer setting can be changed"	VF230_V1_PDT27_VF_6743	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
468	492	vf230_batch05.json	Auto Fold Mirrors	SWE1-VC-AutoFoldMirrors-036	Vehicle Setting	Suspension and Comfort	"When the LTM or ETM receives the value via signal, $IPC_VEHICLE_SETUP.Auto_Fold_Mirr$, the LTM or ETM shall update the Auto Fold Mirrors setting status information on the display within the defined system response time.

(read the Vehicle Settings menu and check that the Auto Fold Mirrors setting is displayed as Off -> The Auto Fold Mirrors setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.Auto_Fold_Mirr = one of [0 (Off), 1 (On)]	"1. Send CAN: IPC_VEHICLE_SETUP.Auto_Fold_Mirr = 1 (On)
2. Send CAN: IPC_VEHICLE_SETUP.Auto_Fold_Mirr = 0 (Off)
3. Read the Vehicle Settings menu and check that the Auto Fold Mirrors setting is displayed as Off"	"1. IPC_VEHICLE_SETUP.Auto_Fold_Mirr = 1 (On) is sent
2. IPC_VEHICLE_SETUP.Auto_Fold_Mirr = 0 (Off) is sent
3. The Auto Fold Mirrors setting is displayed as Off"	VF230_V1_PDT27_VF_5805	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
469	493	vf230_batch05.json	Charge Power Level	SWE1-VC-ChargePowerLevel-051	Vehicle Setting	Approach and Tailgate	"When the LTM or ETM receives the value via signal, $IPC_VEHICLE_SETUP.PwrLev$, Then the LTM or ETM shall update the Charge Power Level setting information on the display within the defined system response time.

(read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level1 -> The Charge Power Level setting is displayed as Level1)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.PwrLev = one of [0 (Level1), 1 (Level2), 2 (Level3), 3 (Level4), 4 (Level5)]	"1. Send CAN: IPC_VEHICLE_SETUP.PwrLev = 1 (Level2)
2. Send CAN: IPC_VEHICLE_SETUP.PwrLev = 0 (Level1)
3. Read the Vehicle Settings menu and check that the Charge Power Level setting is displayed as Level1"	"1. IPC_VEHICLE_SETUP.PwrLev = 1 (Level2) is sent
2. IPC_VEHICLE_SETUP.PwrLev = 0 (Level1) is sent
3. The Charge Power Level setting is displayed as Level1"	VF230_V1_PDT27_VF_6016	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
470	494	vf230_batch05.json	E-Save	SWE1-VC-E-Save-090	Vehicle Setting	Auxiliary Switches	"If eSave_Menu = [Absent], the LTM or ETM shall not display the feature customer setting.

(read the Vehicle Settings menu and check that the ""E-Save"" customer setting is not displayed -> The ""E-Save"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $eSave_Menu$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""E-Save"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""E-Save"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_8670	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
471	495	vf230_batch05.json	E-Save	SWE1-VC-E-Save-091	Vehicle Setting	Auxiliary Switches	"If eSave_Menu = [Without Target or With Target], the LTM or ETM shall display the feature customer setting.

(select the ""E-Save"" customer setting and check that its value can be changed -> The value of the ""E-Save"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $eSave_Menu$ is set to ""Without Target or With Target"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""E-Save"" customer setting is displayed
4. Select the ""E-Save"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""E-Save"" customer setting is displayed
4. The value of the ""E-Save"" customer setting can be changed"	VF230_V1_PHDCC27_VF_8669	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
472	496	vf230_batch05.json	Park Sense Front Volume	SWE1-VC-ParkSenseFrontVolume-079	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as Low -> The Park Sense Front Volume setting is displayed as Low)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Park Sense Front Volume"" customer setting is set to Medium"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Park Sense Front Volume"" customer setting to Low and check that TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req = 0 (Low) is transmitted
3. Read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as Low"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req = 0 (Low) is sent
3. The Park Sense Front Volume setting is displayed as Low"	VF230_V1_PHDCC27_VF_5755	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
473	497	vf230_batch05.json	Forward Collision Warning Sensitivity	SWE1-VC-ForwardCollisionWarningSensitivity-046	Vehicle Setting	Lane and Lighting	"The HW Supplier / ECU shall send the updated Forward Collision Warning Sensitivity status via the IPC_VEHICLE_SETUP.FSFCWPlusActivationMode signal.

(read the Vehicle Settings menu and check that the Forward Collision Warning Sensitivity setting is displayed as Near -> The Forward Collision Warning Sensitivity setting is displayed as Near)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.FSFCWPlusActivationMode = one of [0 (Near), 1 (Med), 2 (Far)]	"1. Send CAN: IPC_VEHICLE_SETUP.FSFCWPlusActivationMode = 1 (Med)
2. Send CAN: IPC_VEHICLE_SETUP.FSFCWPlusActivationMode = 0 (Near)
3. Read the Vehicle Settings menu and check that the Forward Collision Warning Sensitivity setting is displayed as Near"	"1. IPC_VEHICLE_SETUP.FSFCWPlusActivationMode = 1 (Med) is sent
2. IPC_VEHICLE_SETUP.FSFCWPlusActivationMode = 0 (Near) is sent
3. The Forward Collision Warning Sensitivity setting is displayed as Near"	VF230_V1_PHDCC27_VF_5637	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
474	498	vf230_batch05.json	Park Sense Front Volume	SWE1-VC-ParkSenseFrontVolume-080	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as Medium -> The Park Sense Front Volume setting is displayed as Medium)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Park Sense Front Volume"" customer setting is set to Low"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Park Sense Front Volume"" customer setting to Medium and check that TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req = 1 (Medium) is transmitted
3. Read the Vehicle Settings menu and check that the Park Sense Front Volume setting is displayed as Medium"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req = 1 (Medium) is sent
3. The Park Sense Front Volume setting is displayed as Medium"	VF230_V1_PHDCC27_VF_5756	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
475	499	vf230_batch05.json	Rain Sensing Wipers	SWE1-VC-RainSensingWipers-054	Vehicle Setting	Lane and Lighting	"If $Rain_Sensor$ = [Absent], the LTM or ETM shall not display the Rain Sensing Wipers customer setting.

(read the Vehicle Settings menu and check that the ""Rain Sensing Wipers"" customer setting is not displayed -> The ""Rain Sensing Wipers"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Rain_Sensor$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Rain Sensing Wipers"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Rain Sensing Wipers"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_3621	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
476	500	vf230_batch05.json	Engine Off Power Delay	SWE1-VC-EngineOffPowerDelay-046	Vehicle Setting	Suspension and Comfort	"HMI receives the value as [Zero] via signal, $TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req$ Then HMI shall display the Engine Off Power Delay status as Disabled.

(read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Zero -> The Engine Off Power Delay setting is displayed as Zero)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Engine Off Power Delay"" customer setting is set to Fourty_Five_Sec"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Engine Off Power Delay"" customer setting to Zero and check that TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req = 0 (Zero) is transmitted
3. Read the Vehicle Settings menu and check that the Engine Off Power Delay setting is displayed as Zero"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Eng_Off_Pwr_Delay_Req = 0 (Zero) is sent
3. The Engine Off Power Delay setting is displayed as Zero"	VF230_V1_PDT27_VF_5811	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
477	501	vf230_batch05.json	Rear Seat Reminder	SWE1-VC-RearSeatReminder-055	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Off] via signal, $TELEMATIC_VEHICLE_SETUP.FOA_Alert_Type_Req$, Then the HMI shall display the Rear Seat Reminder setting as Off.

(read the Vehicle Settings menu and check that the Rear Seat Reminder setting is displayed as Off -> The Rear Seat Reminder setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Rear Seat Reminder"" customer setting is set to Cluster_Warning"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Rear Seat Reminder"" customer setting to Off and check that TELEMATIC_VEHICLE_SETUP.FOA_Alert_Type_Req = 0 (Off) is transmitted
3. Read the Vehicle Settings menu and check that the Rear Seat Reminder setting is displayed as Off"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.FOA_Alert_Type_Req = 0 (Off) is sent
3. The Rear Seat Reminder setting is displayed as Off"	VF230_V1_PDT27_VF_6575	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
